Datetime,ID,Link,Price,SqrFeet,Hood,Housing
2018-10-13 16:18,6722655129,https://toronto.craigslist.ca/tor/apa/d/queen-dovercourt-1-bdrm-condo/6722655129.html,2100,550ft2, (Queen/Dovercourt),1br
2018-10-13 16:14,6722651037,https://toronto.craigslist.ca/tor/apa/d/york-queens-quay-way-3-bdrms/6722651037.html,4600,1200ft2, (York/Queens Quay Way),3br
2018-10-13 16:13,6722650889,https://toronto.craigslist.ca/tor/apa/d/wellesley-yonge-2-bdrms-1bath/6722650889.html,2580,550ft2, (Wellesley/Yonge),1br
2018-10-13 16:13,6722650743,https://toronto.craigslist.ca/tor/apa/d/queen-dovercourt-1-bdrmden/6722650743.html,2100,550ft2, (Queen/Dovercourt),1br
2018-10-13 16:13,6722650577,https://toronto.craigslist.ca/tor/apa/d/spadina-fort-york-1-bdrm/6722650577.html,2100,550ft2, (Spadina/Fort York),1br
2018-10-13 18:20,6722753733,https://toronto.craigslist.ca/tor/apa/d/spadina-fort-york-1-bdrm/6722753733.html,2100,550ft2, (Spadina/Fort York),1br
2018-10-13 16:11,6722648666,https://toronto.craigslist.ca/yrk/apa/d/bachelor-studio-apartment-for/6722648666.html,1045,0,0,0
2018-10-13 15:51,6717009891,https://toronto.craigslist.ca/tor/apa/d/toronto-king-west-1030-king/6717009891.html,895,0, (1030 King St W Toronto ON M6K 0B4 Canada),1br
2018-10-13 15:51,6708212981,https://toronto.craigslist.ca/tor/apa/d/new-huge-condo-style-2-bdrm/6708212981.html,1395,0, (219 Monck St Oshawa ON L1H 3Z5 Canada),0
2018-10-13 15:51,6708196984,https://toronto.craigslist.ca/tor/apa/d/luxury-living-condo-1/6708196984.html,900,0, (15 Greenview Ave North York ON M2M 4M7 Canada),1br
2018-10-13 15:51,6708196909,https://toronto.craigslist.ca/tor/apa/d/november-1-availability/6708196909.html,799,0, (225 Pearson Ave Toronto ON M6R 1G6 Canada),1br
2018-10-13 15:48,6720396895,https://toronto.craigslist.ca/tor/apa/d/trendy-all-inclusive-lower/6720396895.html,1400,550ft2, (downtown Toronto),0
2018-10-13 15:48,6718941757,https://toronto.craigslist.ca/tor/apa/d/stunning-2br-in-1-scott-st/6718941757.html,3000,750ft2, (Toronto),2br
2018-10-13 15:48,6719746037,https://toronto.craigslist.ca/tor/apa/d/stunning-2br-near-yonge-and/6719746037.html,3000,750ft2, (Toronto),2br
2018-10-13 15:45,6722625129,https://toronto.craigslist.ca/tor/apa/d/luxury-1-bedroom-unit-very/6722625129.html,2300,550ft2, (98 Lillian St),1br
2018-10-13 15:29,6722610551,https://toronto.craigslist.ca/tor/apa/d/york-harbour-bay-bachelor/6722610551.html,1900,415ft2, (York/Harbour/Bay),0
2018-10-13 15:29,6722610190,https://toronto.craigslist.ca/tor/apa/d/yonge-st-clair-3-bdrms-3/6722610190.html,5500,1500ft2, (Yonge/St. Clair),3br
2018-10-13 15:29,6722610043,https://toronto.craigslist.ca/tor/apa/d/queen-beverley-3-bdrms-2/6722610043.html,4500,1300ft2, (Queen/Beverley),3br
2018-10-13 15:29,6722609828,https://toronto.craigslist.ca/tor/apa/d/dundas-university-3-bdrms-2/6722609828.html,4300,1700ft2, (Dundas/University),3br
2018-10-13 15:13,6722594796,https://toronto.craigslist.ca/tor/apa/d/york-lakeshore-3-bdrmsden-2/6722594796.html,4300,1100ft2, (York/Lakeshore),3br
2018-10-13 15:12,6722594376,https://toronto.craigslist.ca/tor/apa/d/bathurst-adelaide-2-bdrms/6722594376.html,3000,750ft2, (Bathurst/Adelaide),2br
2018-10-13 16:18,6722655283,https://toronto.craigslist.ca/tor/apa/d/adelaide-bathurst-2-bdrms/6722655283.html,2600,650ft2, (Adelaide/Bathurst),2br
2018-10-13 15:12,6722594182,https://toronto.craigslist.ca/tor/apa/d/east-liberty-strachan-2-bdrms/6722594182.html,3000,950ft2, (East Liberty/Strachan),2br
2018-10-13 15:12,6722594004,https://toronto.craigslist.ca/tor/apa/d/king-dufferin-2-bdrms-1bath/6722594004.html,2350,650ft2, (King/Dufferin),1br
2018-10-13 15:04,6722586579,https://toronto.craigslist.ca/tor/apa/d/fabulous-condos-1-bedr-290/6722586579.html,3900,0, (King/John),1br
2018-10-13 15:00,6722582029,https://toronto.craigslist.ca/tor/apa/d/bachelor-near-trinity/6722582029.html,895,0, (Markham St.),0
2018-10-13 15:06,6722588179,https://toronto.craigslist.ca/tor/apa/d/one-bedroom-queen-west-and/6722588179.html,1695,0, (Markham St.),1br
2018-10-13 14:50,6722572444,https://toronto.craigslist.ca/tor/apa/d/new-condos-1-bedr-629-king-st/6722572444.html,2349,0, (King & Bathurst),1br
2018-10-13 14:48,6722571144,https://toronto.craigslist.ca/tor/apa/d/dundas-parliament-2-bdrmsden/6722571144.html,2850,1300ft2, (Dundas/Parliament),2br
2018-10-13 14:48,6722570962,https://toronto.craigslist.ca/tor/apa/d/adelaide-sherbourne-2-bdrms/6722570962.html,2775,850ft2, (Adelaide/Sherbourne),2br
2018-10-13 16:13,6722650408,https://toronto.craigslist.ca/tor/apa/d/adelaide-sherbourne-bachelor/6722650408.html,1900,415ft2, (Adelaide/Sherbourne),0
2018-10-13 18:19,6722753446,https://toronto.craigslist.ca/tor/apa/d/adelaide-sherbourne-bachelor/6722753446.html,1900,415ft2, (Adelaide/Sherbourne),0
2018-10-13 14:48,6722570741,https://toronto.craigslist.ca/tor/apa/d/york-bremner-3-bdrms-2-baths/6722570741.html,4300,950ft2, (York/Bremner),3br
2018-10-13 14:45,6722567797,https://toronto.craigslist.ca/tor/apa/d/peter-adelaide-2-bdrms-1bath/6722567797.html,2600,650ft2, (Peter/Adelaide),1br
2018-10-13 16:19,6722655760,https://toronto.craigslist.ca/tor/apa/d/peter-adeladie-3-bdrms-2/6722655760.html,4000,850ft2, (Peter/Adeladie),3br
2018-10-13 14:45,6722567525,https://toronto.craigslist.ca/tor/apa/d/fort-york-spadina-bachelor/6722567525.html,1900,415ft2, (Fort York/Spadina),0
2018-10-13 14:45,6722567435,https://toronto.craigslist.ca/tor/apa/d/bathurst-lakeshore-600-sqft/6722567435.html,1950,600ft2, (38 Grand Magazine Street),1br
2018-10-13 19:59,6722815528,https://toronto.craigslist.ca/tor/apa/d/bathurst-lakeshore-600-sqft/6722815528.html,1950,600ft2, (38 Grand Magazine Street),1br
